 written on 19Jun2022 at 11:38:41 
           3
        1331
   -5   -1    1    2    3   -0.000000   -0.000000
   -5   -1    1    3    3   -0.000005   -0.000000
   -5   -1    2    1    1   -0.000013    0.000000
   -5   -1    2    2    1    0.000000    0.000000
   -5   -1    2    3    1    0.000022    0.000000
   -5   -1    2    1    2   -0.000000    0.000000
   -5   -1    2    2    2    0.000000   -0.000000
   -5   -1    2    3    2   -0.000000   -0.000000
   -5   -1    2    1    3    0.000022   -0.000000
   -5   -1    2    2    3    0.000000    0.000000
   -5   -1    2    3    3    0.000002   -0.000000
   -5   -1    3    1    1   -0.000023    0.000000
   -5   -1    3    2    1    0.000000    0.000000
   -5   -1    3    3    1    0.000006   -0.000000
   -5   -1    3    1    2   -0.000000    0.000000
   -5   -1    3    2    2   -0.000001   -0.000000
   -5   -1    3    3    2   -0.000000   -0.000000
   -5   -1    3    1    3    0.000006    0.000000
   -5   -1    3    2    3   -0.000000    0.000000
   -5   -1    3    3    3   -0.000001    0.000000
   -5   -1    4    1    1   -0.000033   -0.000000
   -5   -1    4    2    1    0.000000    0.000000
   -5   -1    4    3    1   -0.000001   -0.000000
   -5   -1    4    1    2    0.000000    0.000000
   -5   -1    4    2    2   -0.000000    0.000000
   -5   -1    4    3    2   -0.000000    0.000000
   -5   -1    4    1    3   -0.000001    0.000000
   -5   -1    4    2    3    0.000000   -0.000000
   -5   -1    4    3    3   -0.000001    0.000000
   -5   -1    5    1    1   -0.000030   -0.000000
   -5   -1    5    2    1    0.000000    0.000000
   -5   -1    5    3    1   -0.000000   -0.000000
   -5   -1    5    1    2    0.000000   -0.000000
   -5   -1    5    2    2   -0.000001    0.000000
   -5   -1    5    3    2    0.000000    0.000000
   -5   -1    5    1    3    0.000000    0.000000
   -5   -1    5    2    3   -0.000000    0.000000
   -5   -1    5    3    3   -0.000001   -0.000000
   -5    0   -5    1    1   -0.000111    0.000000
   -5    0   -5    2    1    0.000000   -0.000000
   -5    0   -5    3    1    0.000000    0.000000
   -5    0   -5    1    2    0.000000    0.000000
   -5    0   -5    2    2    0.000000    0.000000
   -5    0   -5    3    2    0.000000   -0.000000
   -5    0   -5    1    3    0.000000   -0.000000
   -5    0   -5    2    3    0.000000    0.000000
   -5    0   -5    3    3    0.000000    0.000000
   -5    0   -4    1    1   -0.000132   -0.000000
   -5    0   -4    2    1   -0.000000   -0.000000
   -5    0   -4    3    1    0.000000    0.000000
   -5    0   -4    1    2    0.000000    0.000000
   -5    0   -4    2    2    0.000001   -0.000000
   -5    0   -4    3    2    0.000000    0.000000
   -5    0   -4    1    3    0.000000   -0.000000
   -5    0   -4    2    3   -0.000000   -0.000000
   -5    0   -4    3    3    0.000001    0.000000
   -5    0   -3    1    1   -0.000146   -0.000000
   -5    0   -3    2    1    0.000000    0.000000
   -5    0   -3    3    1    0.000000   -0.000000
   -5    0   -3    1    2    0.000000   -0.000000
   -5    0   -3    2    2    0.000000    0.000000
   -5    0   -3    3    2   -0.000000    0.000000
   -5    0   -3    1    3    0.000000   -0.000000
   -5    0   -3    2    3   -0.000000    0.000000
   -5    0   -3    3    3    0.000002   -0.000000
   -5    0   -2    1    1   -0.000199    0.000000
   -5    0   -2    2    1    0.000000    0.000000
   -5    0   -2    3    1   -0.000000   -0.000000
   -5    0   -2    1    2    0.000000   -0.000000
   -5    0   -2    2    2    0.000002    0.000000
   -5    0   -2    3    2    0.000000   -0.000000
   -5    0   -2    1    3    0.000000   -0.000000
   -5    0   -2    2    3   -0.000000   -0.000000
   -5    0   -2    3    3    0.000003   -0.000000
   -5    0   -1    1    1   -0.000101    0.000000
   -5    0   -1    2    1    0.000000    0.000000
   -5    0   -1    3    1   -0.000000    0.000000
   -5    0   -1    1    2    0.000000    0.000000
   -5    0   -1    2    2   -0.000000   -0.000000
   -5    0   -1    3    2   -0.000000   -0.000000
   -5    0   -1    1    3   -0.000000   -0.000000
   -5    0   -1    2    3   -0.000000    0.000000
   -5    0   -1    3    3    0.000025   -0.000000
   -5    0    0    1    1    0.000056    0.000000
   -5    0    0    2    1    0.000000    0.000000
   -5    0    0    3    1    0.000000   -0.000000
   -5    0    0    1    2    0.000000   -0.000000
   -5    0    0    2    2   -0.000005    0.000000
   -5    0    0    3    2   -0.000000    0.000000
   -5    0    0    1    3    0.000000    0.000000
   -5    0    0    2    3   -0.000000   -0.000000
   -5    0    0    3    3    0.000056    0.000000
   -5    0    1    1    1   -0.000101   -0.000000
   -5    0    1    2    1    0.000000   -0.000000
   -5    0    1    3    1   -0.000000    0.000000
   -5    0    1    1    2    0.000000   -0.000000
   -5    0    1    2    2   -0.000000    0.000000
   -5    0    1    3    2   -0.000000   -0.000000
   -5    0    1    1    3   -0.000000   -0.000000
   -5    0    1    2    3   -0.000000    0.000000
   -5    0    1    3    3    0.000025    0.000000
   -5    0    2    1    1   -0.000199   -0.000000
   -5    0    2    2    1    0.000000    0.000000
   -5    0    2    3    1    0.000000    0.000000
   -5    0    2    1    2    0.000000   -0.000000
   -5    0    2    2    2    0.000002   -0.000000
   -5    0    2    3    2   -0.000000    0.000000
   -5    0    2    1    3   -0.000000    0.000000
   -5    0    2    2    3    0.000000    0.000000
   -5    0    2    3    3    0.000003    0.000000
   -5    0    3    1    1   -0.000146    0.000000
   -5    0    3    2    1    0.000000    0.000000
   -5    0    3    3    1    0.000000    0.000000
   -5    0    3    1    2    0.000000   -0.000000
   -5    0    3    2    2    0.000000   -0.000000
   -5    0    3    3    2   -0.000000   -0.000000
   -5    0    3    1    3    0.000000    0.000000
   -5    0    3    2    3   -0.000000   -0.000000
   -5    0    3    3    3    0.000002    0.000000
   -5    0    4    1    1   -0.000132    0.000000
   -5    0    4    2    1    0.000000   -0.000000
   -5    0    4    3    1    0.000000    0.000000
   -5    0    4    1    2   -0.000000    0.000000
   -5    0    4    2    2    0.000001    0.000000
   -5    0    4    3    2   -0.000000    0.000000
   -5    0    4    1    3    0.000000   -0.000000
   -5    0    4    2    3    0.000000   -0.000000
   -5    0    4    3    3    0.000001   -0.000000
   -5    0    5    1    1   -0.000111    0.000000
   -5    0    5    2    1    0.000000   -0.000000
   -5    0    5    3    1    0.000000    0.000000
   -5    0    5    1    2    0.000000    0.000000
   -5    0    5    2    2    0.000000    0.000000
   -5    0    5    3    2    0.000000   -0.000000
   -5    0    5    1    3    0.000000   -0.000000
   -5    0    5    2    3    0.000000    0.000000
   -5    0    5    3    3    0.000000    0.000000
   -5    1   -5    1    1   -0.000030    0.000000
   -5    1   -5    2    1    0.000000    0.000000
   -5    1   -5    3    1    0.000000   -0.000000
   -5    1   -5    1    2    0.000000   -0.000000
   -5    1   -5    2    2   -0.000001   -0.000000
   -5    1   -5    3    2   -0.000000   -0.000000
   -5    1   -5    1    3   -0.000000    0.000000
   -5    1   -5    2    3    0.000000   -0.000000
   -5    1   -5    3    3   -0.000001    0.000000
   -5    1   -4    1    1   -0.000033    0.000000
   -5    1   -4    2    1    0.000000   -0.000000
   -5    1   -4    3    1   -0.000001   -0.000000
   -5    1   -4    1    2    0.000000   -0.000000
   -5    1   -4    2    2   -0.000000   -0.000000
   -5    1   -4    3    2    0.000000    0.000000
   -5    1   -4    1    3   -0.000001    0.000000
   -5    1   -4    2    3   -0.000000   -0.000000
   -5    1   -4    3    3   -0.000001   -0.000000
   -5    1   -3    1    1   -0.000023   -0.000000
   -5    1   -3    2    1   -0.000000   -0.000000
   -5    1   -3    3    1    0.000006   -0.000000
   -5    1   -3    1    2    0.000000   -0.000000
   -5    1   -3    2    2   -0.000001    0.000000
   -5    1   -3    3    2   -0.000000   -0.000000
   -5    1   -3    1    3    0.000006    0.000000
   -5    1   -3    2    3   -0.000000    0.000000
   -5    1   -3    3    3   -0.000001   -0.000000
   -5    1   -2    1    1   -0.000013   -0.000000
   -5    1   -2    2    1   -0.000000   -0.000000
   -5    1   -2    3    1    0.000022    0.000000
   -5    1   -2    1    2    0.000000   -0.000000
   -5    1   -2    2    2    0.000000    0.000000
   -5    1   -2    3    2    0.000000   -0.000000
   -5    1   -2    1    3    0.000022   -0.000000
   -5    1   -2    2    3   -0.000000    0.000000
   -5    1   -2    3    3    0.000002    0.000000
   -5    1   -1    1    1   -0.000005    0.000000
   -5    1   -1    2    1   -0.000000   -0.000000
   -5    1   -1    3    1    0.000096    0.000000
   -5    1   -1    1    2    0.000000   -0.000000
   -5    1   -1    2    2    0.000001   -0.000000
   -5    1   -1    3    2   -0.000000    0.000000
   -5    1   -1    1    3    0.000096    0.000000
   -5    1   -1    2    3   -0.000000   -0.000000
   -5    1   -1    3    3   -0.000005    0.000000
   -5    1    0    1    1    0.000025    0.000000
   -5    1    0    2    1   -0.000000    0.000000
   -5    1    0    3    1    0.000000   -0.000000
   -5    1    0    1    2    0.000000    0.000000
   -5    1    0    2    2   -0.000000   -0.000000
   -5    1    0    3    2   -0.000000    0.000000
   -5    1    0    1    3   -0.000000    0.000000
   -5    1    0    2    3   -0.000000   -0.000000
   -5    1    0    3    3   -0.000101   -0.000000
   -5    1    1    1    1   -0.000005   -0.000000
   -5    1    1    2    1    0.000000    0.000000
   -5    1    1    3    1   -0.000096    0.000000
   -5    1    1    1    2    0.000000    0.000000
   -5    1    1    2    2    0.000001   -0.000000
   -5    1    1    3    2    0.000000    0.000000
   -5    1    1    1    3   -0.000096    0.000000
   -5    1    1    2    3   -0.000000    0.000000
   -5    1    1    3    3   -0.000005    0.000000
   -5    1    2    1    1   -0.000013   -0.000000
   -5    1    2    2    1   -0.000000    0.000000
   -5    1    2    3    1   -0.000022   -0.000000
   -5    1    2    1    2   -0.000000    0.000000
   -5    1    2    2    2    0.000000    0.000000
   -5    1    2    3    2   -0.000000    0.000000
   -5    1    2    1    3   -0.000022    0.000000
   -5    1    2    2    3   -0.000000    0.000000
   -5    1    2    3    3    0.000002    0.000000
   -5    1    3    1    1   -0.000023    0.000000
   -5    1    3    2    1   -0.000000    0.000000
   -5    1    3    3    1   -0.000006    0.000000
   -5    1    3    1    2   -0.000000   -0.000000
   -5    1    3    2    2   -0.000001    0.000000
   -5    1    3    3    2    0.000000   -0.000000
   -5    1    3    1    3   -0.000006    0.000000
   -5    1    3    2    3    0.000000   -0.000000
   -5    1    3    3    3   -0.000001   -0.000000
   -5    1    4    1    1   -0.000033    0.000000
   -5    1    4    2    1    0.000000    0.000000
   -5    1    4    3    1    0.000001   -0.000000
   -5    1    4    1    2    0.000000   -0.000000
   -5    1    4    2    2   -0.000000   -0.000000
   -5    1    4    3    2   -0.000000    0.000000
   -5    1    4    1    3    0.000001   -0.000000
   -5    1    4    2    3    0.000000    0.000000
   -5    1    4    3    3   -0.000001   -0.000000
   -5    1    5    1    1   -0.000030    0.000000
   -5    1    5    2    1    0.000000    0.000000
   -5    1    5    3    1    0.000000   -0.000000
   -5    1    5    1    2    0.000000   -0.000000
   -5    1    5    2    2   -0.000001   -0.000000
   -5    1    5    3    2   -0.000000   -0.000000
   -5    1    5    1    3   -0.000000    0.000000
   -5    1    5    2    3    0.000000   -0.000000
   -5    1    5    3    3   -0.000001    0.000000
   -5    2   -5    1    1   -0.000004    0.000000
   -5    2   -5    2    1    0.000000    0.000000
   -5    2   -5    3    1   -0.000000    0.000000
   -5    2   -5    1    2    0.000000    0.000000
   -5    2   -5    2    2   -0.000000    0.000000
   -5    2   -5    3    2   -0.000000    0.000000
   -5    2   -5    1    3   -0.000000    0.000000
   -5    2   -5    2    3    0.000000   -0.000000
   -5    2   -5    3    3   -0.000000   -0.000000
   -5    2   -4    1    1   -0.000005    0.000000
   -5    2   -4    2    1    0.000000    0.000000
   -5    2   -4    3    1    0.000001    0.000000
   -5    2   -4    1    2    0.000000    0.000000
   -5    2   -4    2    2   -0.000000    0.000000
   -5    2   -4    3    2    0.000000    0.000000
   -5    2   -4    1    3    0.000001    0.000000
   -5    2   -4    2    3    0.000000   -0.000000
   -5    2   -4    3    3   -0.000000   -0.000000
   -5    2   -3    1    1   -0.000002   -0.000000
   -5    2   -3    2    1    0.000000    0.000000
   -5    2   -3    3    1    0.000003    0.000000
   -5    2   -3    1    2    0.000000    0.000000
   -5    2   -3    2    2   -0.000000    0.000000
   -5    2   -3    3    2   -0.000000   -0.000000
   -5    2   -3    1    3    0.000003    0.000000
   -5    2   -3    2    3   -0.000000    0.000000
   -5    2   -3    3    3   -0.000001    0.000000
   -5    2   -2    1    1   -0.000001    0.000000
   -5    2   -2    2    1   -0.000000    0.000000
   -5    2   -2    3    1    0.000010    0.000000
   -5    2   -2    1    2   -0.000000    0.000000
   -5    2   -2    2    2   -0.000001   -0.000000
   -5    2   -2    3    2    0.000000    0.000000
   -5    2   -2    1    3    0.000010   -0.000000
   -5    2   -2    2    3    0.000000   -0.000000
   -5    2   -2    3    3   -0.000001    0.000000
   -5    2   -1    1    1    0.000002   -0.000000
   -5    2   -1    2    1   -0.000000    0.000000
   -5    2   -1    3    1    0.000022   -0.000000
   -5    2   -1    1    2    0.000000    0.000000
   -5    2   -1    2    2    0.000000    0.000000
   -5    2   -1    3    2    0.000000   -0.000000
   -5    2   -1    1    3    0.000022    0.000000
   -5    2   -1    2    3   -0.000000   -0.000000
   -5    2   -1    3    3   -0.000013    0.000000
   -5    2    0    1    1    0.000003   -0.000000
   -5    2    0    2    1   -0.000000    0.000000
   -5    2    0    3    1   -0.000000   -0.000000
   -5    2    0    1    2    0.000000    0.000000
   -5    2    0    2    2    0.000002    0.000000
   -5    2    0    3    2    0.000000   -0.000000
   -5    2    0    1    3   -0.000000   -0.000000
   -5    2    0    2    3   -0.000000    0.000000
   -5    2    0    3    3   -0.000199    0.000000
   -5    2    1    1    1    0.000002    0.000000
   -5    2    1    2    1    0.000000    0.000000
   -5    2    1    3    1   -0.000022   -0.000000
   -5    2    1    1    2    0.000000    0.000000
   -5    2    1    2    2    0.000000   -0.000000
   -5    2    1    3    2    0.000000    0.000000
   -5    2    1    1    3   -0.000022   -0.000000
   -5    2    1    2    3    0.000000    0.000000
   -5    2    1    3    3   -0.000013   -0.000000
   -5    2    2    1    1   -0.000001    0.000000
   -5    2    2    2    1    0.000000    0.000000
   -5    2    2    3    1   -0.000010   -0.000000
   -5    2    2    1    2   -0.000000    0.000000
   -5    2    2    2    2   -0.000001   -0.000000
   -5    2    2    3    2   -0.000000    0.000000
   -5    2    2    1    3   -0.000010   -0.000000
   -5    2    2    2    3   -0.000000   -0.000000
   -5    2    2    3    3   -0.000001   -0.000000
   -5    2    3    1    1   -0.000002    0.000000
